office_from_id,route_id,dispatch_time,vehicle_type,vehicles_count,demand,covered
40,3,2025-05-30 14:30:00,truck_l,2,107,120
40,3,2025-05-30 15:00:00,truck_l,2,118,120
40,3,2025-05-30 15:30:00,gazelle_l,1,122,26
40,3,2025-05-30 15:30:00,truck_m,1,122,40
40,3,2025-05-30 15:30:00,truck_l,1,122,60
37,4,2025-05-30 11:00:00,truck_m,1,33,40
37,4,2025-05-30 11:30:00,gazelle_l,1,23,26
37,4,2025-05-30 12:00:00,truck_m,1,35,40
37,4,2025-05-30 12:30:00,truck_l,1,46,60
37,4,2025-05-30 13:00:00,truck_l,1,47,60
37,4,2025-05-30 13:30:00,truck_l,1,45,60
37,4,2025-05-30 14:00:00,gazelle_s,1,42,18
37,4,2025-05-30 14:00:00,gazelle_l,1,42,26
37,4,2025-05-30 14:30:00,gazelle_s,1,42,18
37,4,2025-05-30 14:30:00,gazelle_l,1,42,26
37,4,2025-05-30 15:00:00,gazelle_s,1,42,18
37,4,2025-05-30 15:00:00,gazelle_l,1,42,26
37,4,2025-05-30 15:30:00,gazelle_s,1,43,18
37,4,2025-05-30 15:30:00,gazelle_l,1,43,26
50,5,2025-05-30 11:00:00,gazelle_s,1,16,18
50,5,2025-05-30 11:30:00,truck_m,1,33,40
50,5,2025-05-30 12:00:00,gazelle_s,1,41,18
50,5,2025-05-30 12:00:00,gazelle_l,1,41,26
50,5,2025-05-30 12:30:00,truck_l,1,50,60
50,5,2025-05-30 13:00:00,truck_l,1,54,60
50,5,2025-05-30 13:30:00,truck_l,1,53,60
50,5,2025-05-30 14:00:00,truck_l,1,52,60
50,5,2025-05-30 14:30:00,truck_l,1,49,60
50,5,2025-05-30 15:00:00,truck_l,1,49,60
50,5,2025-05-30 15:30:00,truck_l,1,49,60
2,6,2025-05-30 11:00:00,gazelle_l,1,19,26
2,6,2025-05-30 11:30:00,gazelle_s,1,17,18
2,6,2025-05-30 12:00:00,gazelle_s,1,17,18
2,6,2025-05-30 12:30:00,gazelle_s,1,15,18
2,6,2025-05-30 13:00:00,gazelle_s,1,15,18
2,6,2025-05-30 13:30:00,gazelle_s,1,15,18
2,6,2025-05-30 14:00:00,gazelle_s,1,16,18
2,6,2025-05-30 14:30:00,gazelle_s,1,16,18
2,6,2025-05-30 15:00:00,gazelle_s,1,16,18
2,6,2025-05-30 15:30:00,gazelle_s,1,16,18
24,7,2025-05-30 11:00:00,gazelle_s,1,18,18
24,7,2025-05-30 11:30:00,gazelle_s,1,16,18
24,7,2025-05-30 12:00:00,gazelle_s,1,9,18
24,7,2025-05-30 12:30:00,gazelle_s,1,12,18
24,7,2025-05-30 13:00:00,gazelle_s,1,13,18
24,7,2025-05-30 13:30:00,gazelle_s,1,13,18
24,7,2025-05-30 14:00:00,gazelle_s,1,14,18
24,7,2025-05-30 14:30:00,gazelle_s,1,14,18
24,7,2025-05-30 15:00:00,gazelle_s,1,14,18
24,7,2025-05-30 15:30:00,gazelle_s,1,14,18
13,8,2025-05-30 11:00:00,gazelle_s,1,3,18
13,8,2025-05-30 11:30:00,gazelle_s,1,4,18
13,8,2025-05-30 12:00:00,gazelle_s,1,5,18
13,8,2025-05-30 12:30:00,gazelle_s,1,7,18
13,8,2025-05-30 13:00:00,gazelle_s,1,7,18
13,8,2025-05-30 13:30:00,gazelle_s,1,8,18
13,8,2025-05-30 14:00:00,gazelle_s,1,8,18
13,8,2025-05-30 14:30:00,gazelle_s,1,7,18
13,8,2025-05-30 15:00:00,gazelle_s,1,7,18
13,8,2025-05-30 15:30:00,gazelle_s,1,7,18
17,9,2025-05-30 11:00:00,gazelle_s,1,4,18
17,9,2025-05-30 11:30:00,gazelle_l,1,25,26
17,9,2025-05-30 12:00:00,truck_l,1,46,60
17,9,2025-05-30 12:30:00,truck_l,1,59,60
17,9,2025-05-30 13:00:00,truck_l,1,58,60
17,9,2025-05-30 13:30:00,truck_l,1,57,60
17,9,2025-05-30 14:00:00,truck_l,1,53,60
17,9,2025-05-30 14:30:00,truck_l,1,51,60
17,9,2025-05-30 15:00:00,truck_l,1,51,60
17,9,2025-05-30 15:30:00,truck_l,1,51,60
12,10,2025-05-30 11:00:00,truck_l,3,180,180
12,10,2025-05-30 11:30:00,gazelle_s,1,194,18
12,10,2025-05-30 11:30:00,truck_l,3,194,180
12,10,2025-05-30 12:00:00,gazelle_s,1,194,18
12,10,2025-05-30 12:00:00,truck_l,3,194,180
12,10,2025-05-30 12:30:00,gazelle_s,1,191,18
12,10,2025-05-30 12:30:00,truck_l,3,191,180
12,10,2025-05-30 13:00:00,gazelle_s,1,195,18
12,10,2025-05-30 13:00:00,truck_l,3,195,180
12,10,2025-05-30 13:30:00,truck_m,2,200,80
12,10,2025-05-30 13:30:00,truck_l,2,200,120
12,10,2025-05-30 14:00:00,gazelle_l,1,204,26
12,10,2025-05-30 14:00:00,truck_l,3,204,180
12,10,2025-05-30 14:30:00,truck_m,1,208,40
12,10,2025-05-30 14:30:00,truck_l,3,208,180
12,10,2025-05-30 15:00:00,truck_m,1,213,40
12,10,2025-05-30 15:00:00,truck_l,3,213,180
12,10,2025-05-30 15:30:00,truck_m,1,214,40
12,10,2025-05-30 15:30:00,truck_l,3,214,180
13,11,2025-05-30 11:00:00,truck_l,1,46,60
13,11,2025-05-30 11:30:00,truck_l,1,52,60
13,11,2025-05-30 12:00:00,truck_l,1,46,60
13,11,2025-05-30 12:30:00,gazelle_s,1,43,18
13,11,2025-05-30 12:30:00,gazelle_l,1,43,26
13,11,2025-05-30 13:00:00,truck_l,1,45,60
13,11,2025-05-30 13:30:00,truck_l,1,45,60
13,11,2025-05-30 14:00:00,truck_l,1,46,60
13,11,2025-05-30 14:30:00,truck_l,1,47,60
13,11,2025-05-30 15:00:00,truck_l,1,47,60
13,11,2025-05-30 15:30:00,truck_l,1,47,60
19,12,2025-05-30 11:00:00,truck_l,1,57,60
19,12,2025-05-30 11:30:00,gazelle_l,1,66,26
19,12,2025-05-30 11:30:00,truck_m,1,66,40
19,12,2025-05-30 12:00:00,truck_m,2,80,80
19,12,2025-05-30 12:30:00,truck_m,1,88,40
19,12,2025-05-30 12:30:00,truck_l,1,88,60
19,12,2025-05-30 13:00:00,truck_m,1,89,40
19,12,2025-05-30 13:00:00,truck_l,1,89,60
19,12,2025-05-30 13:30:00,truck_m,1,87,40
19,12,2025-05-30 13:30:00,truck_l,1,87,60
19,12,2025-05-30 14:00:00,gazelle_l,1,85,26
19,12,2025-05-30 14:00:00,truck_l,1,85,60
19,12,2025-05-30 14:30:00,truck_m,1,89,40
19,12,2025-05-30 14:30:00,truck_l,1,89,60
19,12,2025-05-30 15:00:00,truck_m,1,92,40
19,12,2025-05-30 15:00:00,truck_l,1,92,60
19,12,2025-05-30 15:30:00,truck_m,1,91,40
19,12,2025-05-30 15:30:00,truck_l,1,91,60
25,13,2025-05-30 11:00:00,gazelle_s,1,15,18
25,13,2025-05-30 11:30:00,gazelle_s,1,18,18
25,13,2025-05-30 12:00:00,gazelle_s,1,16,18
25,13,2025-05-30 12:30:00,gazelle_l,1,19,26
25,13,2025-05-30 13:00:00,gazelle_l,1,21,26
25,13,2025-05-30 13:30:00,gazelle_l,1,22,26
25,13,2025-05-30 14:00:00,gazelle_l,1,24,26
25,13,2025-05-30 14:30:00,gazelle_l,1,25,26
25,13,2025-05-30 15:00:00,gazelle_l,1,26,26
25,13,2025-05-30 15:30:00,truck_m,1,27,40
12,14,2025-05-30 11:00:00,gazelle_l,1,123,26
12,14,2025-05-30 11:00:00,truck_m,1,123,40
12,14,2025-05-30 11:00:00,truck_l,1,123,60
12,14,2025-05-30 11:30:00,truck_l,2,113,120
12,14,2025-05-30 12:00:00,truck_l,2,117,120
12,14,2025-05-30 12:30:00,gazelle_l,1,123,26
12,14,2025-05-30 12:30:00,truck_m,1,123,40
12,14,2025-05-30 12:30:00,truck_l,1,123,60
12,14,2025-05-30 13:00:00,gazelle_s,1,130,18
12,14,2025-05-30 13:00:00,truck_l,2,130,120
12,14,2025-05-30 13:30:00,gazelle_s,1,134,18
12,14,2025-05-30 13:30:00,truck_l,2,134,120
12,14,2025-05-30 14:00:00,gazelle_s,1,138,18
12,14,2025-05-30 14:00:00,truck_l,2,138,120
12,14,2025-05-30 14:30:00,gazelle_l,1,142,26
12,14,2025-05-30 14:30:00,truck_l,2,142,120
12,14,2025-05-30 15:00:00,gazelle_l,1,143,26
12,14,2025-05-30 15:00:00,truck_l,2,143,120
12,14,2025-05-30 15:30:00,gazelle_l,1,143,26
12,14,2025-05-30 15:30:00,truck_l,2,143,120
46,15,2025-05-30 11:00:00,truck_l,1,57,60
46,15,2025-05-30 11:30:00,gazelle_l,1,66,26
46,15,2025-05-30 11:30:00,truck_m,1,66,40
46,15,2025-05-30 12:00:00,gazelle_s,1,72,18
46,15,2025-05-30 12:00:00,truck_l,1,72,60
46,15,2025-05-30 12:30:00,truck_m,1,36,40
46,15,2025-05-30 13:00:00,truck_m,1,34,40
46,15,2025-05-30 13:30:00,truck_m,1,40,40
46,15,2025-05-30 14:00:00,gazelle_s,1,43,18
46,15,2025-05-30 14:00:00,gazelle_l,1,43,26
46,15,2025-05-30 14:30:00,gazelle_s,1,44,18
46,15,2025-05-30 14:30:00,gazelle_l,1,44,26
46,15,2025-05-30 15:00:00,truck_l,1,46,60
46,15,2025-05-30 15:30:00,truck_l,1,46,60
50,16,2025-05-30 11:00:00,gazelle_s,1,3,18
50,16,2025-05-30 11:30:00,gazelle_s,1,6,18
50,16,2025-05-30 12:00:00,gazelle_s,1,9,18
50,16,2025-05-30 12:30:00,gazelle_s,1,12,18
50,16,2025-05-30 13:00:00,gazelle_s,1,13,18
50,16,2025-05-30 13:30:00,gazelle_s,1,12,18
50,16,2025-05-30 14:00:00,gazelle_s,1,12,18
50,16,2025-05-30 14:30:00,gazelle_s,1,14,18
50,16,2025-05-30 15:00:00,gazelle_s,1,14,18
50,16,2025-05-30 15:30:00,gazelle_s,1,14,18
41,17,2025-05-30 11:00:00,gazelle_l,1,21,26
41,17,2025-05-30 11:30:00,truck_m,1,28,40
41,17,2025-05-30 12:00:00,truck_m,1,29,40
41,17,2025-05-30 12:30:00,truck_m,1,33,40
41,17,2025-05-30 13:00:00,truck_m,1,35,40
41,17,2025-05-30 13:30:00,truck_m,1,35,40
41,17,2025-05-30 14:00:00,truck_m,1,37,40
41,17,2025-05-30 14:30:00,truck_m,1,38,40
41,17,2025-05-30 15:00:00,truck_m,1,39,40
41,17,2025-05-30 15:30:00,truck_m,1,39,40
41,18,2025-05-30 11:00:00,gazelle_l,1,25,26
41,18,2025-05-30 11:30:00,truck_m,1,29,40
41,18,2025-05-30 12:00:00,truck_m,1,31,40
41,18,2025-05-30 12:30:00,truck_m,1,30,40
41,18,2025-05-30 13:00:00,truck_m,1,31,40
41,18,2025-05-30 13:30:00,truck_m,1,33,40
41,18,2025-05-30 14:00:00,truck_m,1,33,40
41,18,2025-05-30 14:30:00,truck_m,1,33,40
41,18,2025-05-30 15:00:00,truck_m,1,32,40
41,18,2025-05-30 15:30:00,truck_m,1,32,40
10,19,2025-05-30 11:00:00,gazelle_s,1,128,18
10,19,2025-05-30 11:00:00,truck_l,2,128,120
10,19,2025-05-30 11:30:00,truck_m,2,140,80
10,19,2025-05-30 11:30:00,truck_l,1,140,60
10,19,2025-05-30 12:00:00,gazelle_l,1,123,26
10,19,2025-05-30 12:00:00,truck_m,1,123,40
10,19,2025-05-30 12:00:00,truck_l,1,123,60
10,19,2025-05-30 12:30:00,gazelle_s,1,130,18
10,19,2025-05-30 12:30:00,truck_l,2,130,120
10,19,2025-05-30 13:00:00,gazelle_s,1,127,18
10,19,2025-05-30 13:00:00,truck_l,2,127,120
10,19,2025-05-30 13:30:00,gazelle_s,1,129,18
10,19,2025-05-30 13:30:00,truck_l,2,129,120
10,19,2025-05-30 14:00:00,gazelle_s,1,132,18
10,19,2025-05-30 14:00:00,truck_l,2,132,120
10,19,2025-05-30 14:30:00,gazelle_s,1,136,18
10,19,2025-05-30 14:30:00,truck_l,2,136,120
10,19,2025-05-30 15:00:00,gazelle_l,1,141,26
10,19,2025-05-30 15:00:00,truck_l,2,141,120
10,19,2025-05-30 15:30:00,truck_m,2,140,80
10,19,2025-05-30 15:30:00,truck_l,1,140,60
13,20,2025-05-30 11:00:00,gazelle_s,1,44,18
13,20,2025-05-30 11:00:00,gazelle_l,1,44,26
13,20,2025-05-30 11:30:00,gazelle_s,1,42,18
13,20,2025-05-30 11:30:00,gazelle_l,1,42,26
13,20,2025-05-30 12:00:00,gazelle_s,1,43,18
13,20,2025-05-30 12:00:00,gazelle_l,1,43,26
13,20,2025-05-30 12:30:00,truck_m,1,39,40
13,20,2025-05-30 13:00:00,gazelle_s,1,43,18
13,20,2025-05-30 13:00:00,gazelle_l,1,43,26
13,20,2025-05-30 13:30:00,gazelle_s,1,43,18
13,20,2025-05-30 13:30:00,gazelle_l,1,43,26
13,20,2025-05-30 14:00:00,gazelle_s,1,43,18
13,20,2025-05-30 14:00:00,gazelle_l,1,43,26
13,20,2025-05-30 14:30:00,gazelle_s,1,42,18
13,20,2025-05-30 14:30:00,gazelle_l,1,42,26
13,20,2025-05-30 15:00:00,gazelle_s,1,43,18
13,20,2025-05-30 15:00:00,gazelle_l,1,43,26
13,20,2025-05-30 15:30:00,truck_l,1,45,60
39,21,2025-05-30 11:00:00,gazelle_s,1,1,18
39,21,2025-05-30 11:30:00,gazelle_s,1,1,18
39,21,2025-05-30 12:00:00,gazelle_s,1,1,18
39,21,2025-05-30 12:30:00,gazelle_s,1,1,18
39,21,2025-05-30 13:00:00,gazelle_s,1,1,18
39,21,2025-05-30 13:30:00,gazelle_s,1,1,18
39,21,2025-05-30 14:00:00,gazelle_s,1,1,18
39,21,2025-05-30 14:30:00,gazelle_s,1,1,18
39,21,2025-05-30 15:00:00,gazelle_s,1,1,18
39,21,2025-05-30 15:30:00,gazelle_s,1,1,18
29,22,2025-05-30 11:00:00,gazelle_l,1,23,26
29,22,2025-05-30 11:30:00,gazelle_l,1,19,26
29,22,2025-05-30 12:00:00,gazelle_l,1,21,26
29,22,2025-05-30 12:30:00,truck_m,1,27,40
29,22,2025-05-30 13:00:00,truck_m,1,27,40
29,22,2025-05-30 13:30:00,truck_m,1,28,40
29,22,2025-05-30 14:00:00,truck_m,1,27,40
29,22,2025-05-30 14:30:00,truck_m,1,29,40
29,22,2025-05-30 15:00:00,truck_m,1,31,40
29,22,2025-05-30 15:30:00,truck_m,1,30,40
7,23,2025-05-30 11:00:00,gazelle_s,1,44,18
7,23,2025-05-30 11:00:00,gazelle_l,1,44,26
7,23,2025-05-30 11:30:00,truck_l,1,47,60
7,23,2025-05-30 12:00:00,truck_m,1,34,40
7,23,2025-05-30 12:30:00,truck_m,1,33,40
7,23,2025-05-30 13:00:00,truck_m,1,36,40
7,23,2025-05-30 13:30:00,truck_m,1,37,40
7,23,2025-05-30 14:00:00,truck_m,1,39,40
7,23,2025-05-30 14:30:00,truck_m,1,39,40
7,23,2025-05-30 15:00:00,gazelle_s,1,41,18
7,23,2025-05-30 15:00:00,gazelle_l,1,41,26
7,23,2025-05-30 15:30:00,gazelle_s,1,42,18
7,23,2025-05-30 15:30:00,gazelle_l,1,42,26
10,24,2025-05-30 11:00:00,gazelle_s,1,8,18
10,24,2025-05-30 11:30:00,gazelle_s,1,17,18
10,24,2025-05-30 12:00:00,truck_m,1,35,40
10,24,2025-05-30 12:30:00,truck_l,1,45,60
10,24,2025-05-30 13:00:00,truck_l,1,51,60
10,24,2025-05-30 13:30:00,truck_l,1,54,60
10,24,2025-05-30 14:00:00,truck_l,1,59,60
10,24,2025-05-30 14:30:00,gazelle_l,1,63,26
10,24,2025-05-30 14:30:00,truck_m,1,63,40
10,24,2025-05-30 15:00:00,gazelle_l,1,65,26
10,24,2025-05-30 15:00:00,truck_m,1,65,40
10,24,2025-05-30 15:30:00,gazelle_s,1,67,18
10,24,2025-05-30 15:30:00,truck_l,1,67,60
41,25,2025-05-30 11:00:00,gazelle_l,1,20,26
41,25,2025-05-30 11:30:00,gazelle_l,1,26,26
41,25,2025-05-30 12:00:00,truck_m,1,30,40
41,25,2025-05-30 12:30:00,truck_m,1,31,40
41,25,2025-05-30 13:00:00,truck_m,1,30,40
41,25,2025-05-30 13:30:00,truck_m,1,29,40
41,25,2025-05-30 14:00:00,truck_m,1,28,40
41,25,2025-05-30 14:30:00,truck_m,1,27,40
41,25,2025-05-30 15:00:00,truck_m,1,27,40
41,25,2025-05-30 15:30:00,truck_m,1,28,40
3,26,2025-05-30 11:00:00,truck_m,1,29,40
3,26,2025-05-30 11:30:00,truck_m,1,37,40
3,26,2025-05-30 12:00:00,gazelle_s,1,41,18
3,26,2025-05-30 12:00:00,gazelle_l,1,41,26
3,26,2025-05-30 12:30:00,truck_l,1,48,60
3,26,2025-05-30 13:00:00,truck_l,1,51,60
3,26,2025-05-30 13:30:00,truck_l,1,51,60
3,26,2025-05-30 14:00:00,truck_l,1,51,60
3,26,2025-05-30 14:30:00,truck_l,1,49,60
3,26,2025-05-30 15:00:00,truck_l,1,46,60
3,26,2025-05-30 15:30:00,truck_l,1,45,60
23,27,2025-05-30 11:00:00,gazelle_l,1,24,26
23,27,2025-05-30 11:30:00,gazelle_l,1,21,26
23,27,2025-05-30 12:00:00,gazelle_l,1,26,26
23,27,2025-05-30 12:30:00,truck_m,1,27,40
23,27,2025-05-30 13:00:00,truck_m,1,28,40
23,27,2025-05-30 13:30:00,truck_m,1,29,40
23,27,2025-05-30 14:00:00,truck_m,1,29,40
23,27,2025-05-30 14:30:00,truck_m,1,28,40
23,27,2025-05-30 15:00:00,truck_m,1,28,40
23,27,2025-05-30 15:30:00,truck_m,1,28,40
40,28,2025-05-30 11:00:00,gazelle_s,1,15,18
40,28,2025-05-30 11:30:00,truck_m,1,33,40
40,28,2025-05-30 12:00:00,truck_l,1,45,60
40,28,2025-05-30 12:30:00,gazelle_s,1,67,18
40,28,2025-05-30 12:30:00,truck_l,1,67,60
40,28,2025-05-30 13:00:00,gazelle_l,1,66,26
40,28,2025-05-30 13:00:00,truck_m,1,66,40
40,28,2025-05-30 13:30:00,gazelle_l,1,64,26
40,28,2025-05-30 13:30:00,truck_m,1,64,40
40,28,2025-05-30 14:00:00,gazelle_s,1,67,18
40,28,2025-05-30 14:00:00,truck_l,1,67,60
40,28,2025-05-30 14:30:00,gazelle_s,1,67,18
40,28,2025-05-30 14:30:00,truck_l,1,67,60
40,28,2025-05-30 15:00:00,gazelle_s,1,77,18
40,28,2025-05-30 15:00:00,truck_l,1,77,60
40,28,2025-05-30 15:30:00,truck_m,2,79,80
4,29,2025-05-30 11:00:00,truck_m,1,87,40
4,29,2025-05-30 11:00:00,truck_l,1,87,60
4,29,2025-05-30 11:30:00,truck_m,1,88,40
4,29,2025-05-30 11:30:00,truck_l,1,88,60
4,29,2025-05-30 12:00:00,truck_m,1,94,40
4,29,2025-05-30 12:00:00,truck_l,1,94,60
4,29,2025-05-30 12:30:00,truck_m,1,38,40
4,29,2025-05-30 13:00:00,truck_m,1,36,40
4,29,2025-05-30 13:30:00,gazelle_s,1,43,18
4,29,2025-05-30 13:30:00,gazelle_l,1,43,26
4,29,2025-05-30 14:00:00,truck_l,1,46,60
4,29,2025-05-30 14:30:00,truck_l,1,48,60
4,29,2025-05-30 15:00:00,truck_l,1,48,60
4,29,2025-05-30 15:30:00,truck_l,1,49,60
33,30,2025-05-30 11:00:00,truck_m,1,40,40
33,30,2025-05-30 11:30:00,gazelle_s,1,43,18
33,30,2025-05-30 11:30:00,gazelle_l,1,43,26
33,30,2025-05-30 12:00:00,truck_m,1,29,40
33,30,2025-05-30 12:30:00,truck_m,1,30,40
33,30,2025-05-30 13:00:00,truck_m,1,32,40
33,30,2025-05-30 13:30:00,truck_m,1,31,40
33,30,2025-05-30 14:00:00,truck_m,1,32,40
33,30,2025-05-30 14:30:00,truck_m,1,34,40
33,30,2025-05-30 15:00:00,truck_m,1,35,40
33,30,2025-05-30 15:30:00,truck_m,1,33,40
28,31,2025-05-30 11:00:00,truck_l,1,60,60
28,31,2025-05-30 11:30:00,truck_m,1,100,40
28,31,2025-05-30 11:30:00,truck_l,1,100,60
28,31,2025-05-30 12:00:00,truck_l,2,118,120
28,31,2025-05-30 12:30:00,gazelle_s,1,128,18
28,31,2025-05-30 12:30:00,truck_l,2,128,120
28,31,2025-05-30 13:00:00,gazelle_s,1,134,18
28,31,2025-05-30 13:00:00,truck_l,2,134,120
28,31,2025-05-30 13:30:00,gazelle_s,1,136,18
28,31,2025-05-30 13:30:00,truck_l,2,136,120
28,31,2025-05-30 14:00:00,gazelle_l,1,141,26
28,31,2025-05-30 14:00:00,truck_l,2,141,120
28,31,2025-05-30 14:30:00,truck_m,1,151,40
28,31,2025-05-30 14:30:00,truck_l,2,151,120
28,31,2025-05-30 15:00:00,truck_m,1,160,40
28,31,2025-05-30 15:00:00,truck_l,2,160,120
28,31,2025-05-30 15:30:00,truck_m,1,153,40
28,31,2025-05-30 15:30:00,truck_l,2,153,120
41,32,2025-05-30 11:00:00,truck_m,1,30,40
41,32,2025-05-30 11:30:00,truck_m,1,36,40
41,32,2025-05-30 12:00:00,gazelle_s,1,41,18
41,32,2025-05-30 12:00:00,gazelle_l,1,41,26
41,32,2025-05-30 12:30:00,gazelle_s,1,41,18
41,32,2025-05-30 12:30:00,gazelle_l,1,41,26
41,32,2025-05-30 13:00:00,gazelle_s,1,41,18
41,32,2025-05-30 13:00:00,gazelle_l,1,41,26
41,32,2025-05-30 13:30:00,gazelle_s,1,42,18
41,32,2025-05-30 13:30:00,gazelle_l,1,42,26
41,32,2025-05-30 14:00:00,truck_m,1,40,40
41,32,2025-05-30 14:30:00,truck_m,1,38,40
41,32,2025-05-30 15:00:00,truck_m,1,37,40
41,32,2025-05-30 15:30:00,truck_m,1,36,40
1,33,2025-05-30 11:00:00,truck_m,1,92,40
1,33,2025-05-30 11:00:00,truck_l,1,92,60
1,33,2025-05-30 11:30:00,gazelle_l,1,106,26
1,33,2025-05-30 11:30:00,truck_m,2,106,80
1,33,2025-05-30 12:00:00,truck_l,2,110,120
1,33,2025-05-30 12:30:00,gazelle_l,1,121,26
1,33,2025-05-30 12:30:00,truck_m,1,121,40
1,33,2025-05-30 12:30:00,truck_l,1,121,60
1,33,2025-05-30 13:00:00,truck_l,2,119,120
1,33,2025-05-30 13:30:00,gazelle_l,1,122,26
1,33,2025-05-30 13:30:00,truck_m,1,122,40
1,33,2025-05-30 13:30:00,truck_l,1,122,60
1,33,2025-05-30 14:00:00,gazelle_l,1,124,26
1,33,2025-05-30 14:00:00,truck_m,1,124,40
1,33,2025-05-30 14:00:00,truck_l,1,124,60
1,33,2025-05-30 14:30:00,gazelle_l,1,124,26
1,33,2025-05-30 14:30:00,truck_m,1,124,40
1,33,2025-05-30 14:30:00,truck_l,1,124,60
1,33,2025-05-30 15:00:00,gazelle_l,1,125,26
1,33,2025-05-30 15:00:00,truck_m,1,125,40
1,33,2025-05-30 15:00:00,truck_l,1,125,60
1,33,2025-05-30 15:30:00,gazelle_s,1,127,18
1,33,2025-05-30 15:30:00,truck_l,2,127,120
37,34,2025-05-30 11:00:00,truck_m,1,38,40
37,34,2025-05-30 11:30:00,gazelle_l,1,21,26
37,34,2025-05-30 12:00:00,gazelle_l,1,23,26
37,34,2025-05-30 12:30:00,truck_m,1,29,40
37,34,2025-05-30 13:00:00,truck_m,1,29,40
37,34,2025-05-30 13:30:00,truck_m,1,30,40
37,34,2025-05-30 14:00:00,truck_m,1,31,40
37,34,2025-05-30 14:30:00,truck_m,1,33,40
37,34,2025-05-30 15:00:00,truck_m,1,33,40
37,34,2025-05-30 15:30:00,truck_m,1,33,40
18,35,2025-05-30 11:00:00,gazelle_l,1,141,26
18,35,2025-05-30 11:00:00,truck_l,2,141,120
18,35,2025-05-30 11:30:00,truck_m,1,39,40
18,35,2025-05-30 12:00:00,truck_m,1,39,40
18,35,2025-05-30 12:30:00,truck_l,1,46,60
18,35,2025-05-30 13:00:00,truck_l,1,51,60
18,35,2025-05-30 13:30:00,truck_l,1,57,60
18,35,2025-05-30 14:00:00,gazelle_l,1,61,26
18,35,2025-05-30 14:00:00,truck_m,1,61,40
18,35,2025-05-30 14:30:00,gazelle_l,1,66,26
18,35,2025-05-30 14:30:00,truck_m,1,66,40
18,35,2025-05-30 15:00:00,gazelle_s,1,69,18
